10000 50000
968 3768 90.9723
4059 7456 46.7014
3945 8605 25.0303
1972 1687 20.2717
5693 3519 7.42665
3116 3688 58.4506
2154 9127 64.8164
7659 4175 46.2558
7163 4099 44.6665
4346 2321 19.0393
955 3903 60.5279
7361 3862 46.8643
3605 1660 14.0676
3017 5414 81.7194
367 1763 19.5181
5065 7271 55.3839
9361 9532 81.0209
3724 1363 12.5613
1863 4703 36.1495
8759 1849 7.06189
3438 3194 57.7293
7854 9658 50.782
5959 8052 25.8931
9351 3903 86.8444
99 1715 32.2184
1165 4339 8.15918
3440 7405 28.0398
5500 8705 58.032
1741 89 30.007
6685 15 46.6283
8499 6764 69.5032
5000 3661 99.5266
3511 22 40.9585
2122 9342 14.0686
2952 2501 96.058
8700 5182 3.52877
4883 2895 44.4088
2368 7708 21.3924
7054 763 70.009
2640 6197 72.2181
2173 43 68.38
9060 5242 83.5287
4113 7366 58.0236
3263 3966 37.7792
6099 8550 89.3138
6187 6439 86.6295
4442 3556 92.45
3958 2788 71.8335
4719 1441 18.7039
1762 2710 52.2892
6898 410 69.1119
3791 652 10.6893
6197 2229 67.945
7432 1974 33.2289
1032 6625 32.6545
6003 103 98.3759
1495 5428 11.6855
6036 5904 58.0127
932 5203 63.2315
1967 624 91.1739
1446 4890 76.8652
4978 5789 78.3213
6950 2051 52.6868
4078 5813 18.6954
2554 7241 1.39392
473 2533 92.9042
6375 9289 84.2063
5177 7596 84.5466
7487 6486 90.8249
3865 7047 16.3068
6828 1776 3.85193
6776 4337 93.0063
5901 965 35.9143
7334 3602 2.92076
5041 7696 29.3899
8608 7078 23.4776
4666 1704 74.0017
8937 9206 59.6385
3510 6345 43.5475
6639 5366 60.687
1836 8383 71.4688
3264 945 28.7931
6055 3611 4.40166
8420 7085 76.1887
4794 5968 13.9107
4728 721 51.6743
1913 9237 79.0837
9870 4884 89.6003
4442 9720 69.7241
44 1823 75.7579
9006 2922 36.3347
85 6504 80.8461
1619 424 23.5507
7404 7372 82.4467
9051 2222 10.6957
6537 3382 14.019
8140 6306 78.8165
145 1335 95.155
2674 5269 29.2926
403 8806 73.7763
4680 590 69.199
9132 368 25.7431
9444 4799 60.8701
7987 4286 20.133
4966 2933 51.667
9222 861 18.584
5454 1909 75.0241
8397 1679 50.8194
5018 5697 22.4024
5635 5980 90.1812
3719 5137 6.75131
185 5486 12.9734
9195 167 8.13892
4444 386 82.04
1627 6328 33.659
9404 9221 73.4694
4923 8607 34.4481
1374 9868 24.8154
9098 2800 1.4692
9866 5430 69.9405
4546 1569 90.9287
8475 8312 93.8398
5732 1407 11.8553
4675 1026 9.56159
3552 2312 59.1385
1952 5713 25.445
8719 3629 22.8137
1287 8320 71.1666
2226 4508 0.12891
8343 5376 1.03906
7763 8283 77.4886
2349 1268 53.3614
2902 5631 14.2877
8966 6378 60.1051
7012 5483 2.30464
4602 6611 5.71526
4027 6262 14.5299
8830 5761 21.8123
6080 8321 70.1315
5708 2880 64.5519
7076 9852 98.3322
4048 5270 20.5925
9799 9683 86.9609
2229 6324 40.4084
8283 6362 38.0385
8072 583 57.5836
3609 9832 12.4558
7569 2224 27.1273
7918 6715 63.6042
7624 6840 35.7076
9479 5479 76.4806
5799 557 92.3351
3469 1945 99.6973
6192 2464 10.2262
4165 8021 60.2289
9729 8113 92.4961
8205 6885 45.8602
7254 9569 62.8656
3974 8364 43.292
5870 2228 20.0321
7317 8839 10.0129
7979 6846 65.7793
6697 6420 93.139
7347 9564 48.1221
5705 8680 14.9446
4824 8621 1.70197
7412 838 94.173
3359 1304 81.194
9259 6635 11.668
3895 6897 76.0358
3667 4852 74.9628
9127 3306 87.916
9974 3532 44.1518
4471 9669 94.5691
5355 6603 28.5887
7506 6184 94.2978
8603 4729 31.9855
7740 5083 74.6472
5103 4956 94.3405
3367 3850 77.1959
9610 8393 91.9289
1629 8496 89.2267
5924 2858 53.2348
1431 6357 47.2952
506 7213 3.47576
397 5743 44.9795
9375 3905 75.2234
8582 2482 5.6287
3748 3026 85.1111
7059 1696 30.5458
3106 2712 65.3809
7678 5386 51.2998
8850 6597 19.3952
2249 1162 67.7204
7975 4153 67.3358
3227 7434 43.9453
5553 6093 79.7215
5431 9819 36.8585
4536 6875 34.2231
4736 1490 14.8858
5584 5022 81.6163
4993 5575 38.2986
944 7745 78.3096
1051 4640 12.9506
5877 6384 73.075
4943 1820 32.1991
1764 9669 16.1905
9396 3642 20.2011
8093 7075 83.9606
7564 6019 69.9403
7194 4559 87.2179
512 5411 20.6196
6236 9832 11.5179
3737 7983 31.9216
4095 6441 33.7322
4391 1054 62.1912
4017 145 41.593
6850 7388 32.5527
6468 2320 17.2876
4824 7329 88.1229
4923 7599 24.0493
2783 6997 14.6502
4119 8716 62.272
558 8450 43.5439
886 5517 56.6512
2695 7903 10.6251
1346 1151 12.9878
3915 4914 26.7467
3184 1434 22.0291
245 4183 70.2426
9073 9025 23.6118
3359 7798 47.5674
7469 1192 19.0829
3830 9523 15.7553
9715 8130 41.5439
2723 2815 24.0708
9086 7737 34.404
356 562 47.5879
6110 9419 9.42938
4381 8937 12.2865
4141 1652 23.3834
5078 1696 71.3593
4076 7332 72.2198
8505 7717 69.6393
1913 6438 38.9373
638 4095 61.1581
852 9681 14.1192
8077 8441 75.0001
9341 3714 5.70815
5219 3068 86.5676
4742 7716 4.19911
1604 8404 56.4094
4661 6133 57.2137
6702 1810 42.6486
8080 4218 3.98999
847 5755 25.2748
4171 5 94.1395
5827 7072 84.8047
4062 1456 2.37978
500 5785 71.6813
2437 9873 12.4618
9671 5830 80.4273
5721 1807 51.4767
4928 8153 24.27
2399 5382 10.0268
7808 8056 99.5726
1478 133 35.6995
829 2157 7.34878
9005 8899 16.0095
8880 9066 32.4742
5301 3664 11.3695
5053 9056 0.612269
9331 7939 65.3985
5550 6757 22.7671
5626 4538 92.2096
3500 2921 81.0703
9510 3063 92.389
50 9984 7.73325
5762 2 71.8822
759 5246 18.2327
9944 2265 99.7123
19 2229 14.4804
7439 4964 25.7127
5596 1370 89.2768
8374 2257 11.2439
9126 9793 85.5406
754 3176 60.6825
6576 1099 23.183
7090 5048 9.45892
1094 1706 45.8951
2586 5045 35.5978
7274 4970 73.1279
7705 392 1.38763
7195 3730 63.1541
6898 6398 82.1345
5883 5336 72.2298
3465 8145 60.0034
9664 4883 93.3872
2719 9964 17.2193
9955 7518 77.0963
4512 8276 64.0542
2870 8347 83.775
4830 1764 37.484
6081 5546 48.0476
5047 7845 46.5434
5282 6904 35.6571
1327 6610 60.4911
2455 518 93.2085
5492 3594 46.8447
1575 1206 83.8696
8194 1453 79.6068
3281 4681 76.8722
2410 3850 55.0947
6884 5319 78.5378
905 8791 15.4517
6462 7980 10.2386
7850 2412 62.7934
585 8670 66.4651
6777 6383 27.8411
9789 597 25.5884
8787 9331 32.6344
6828 750 5.45822
1161 8475 65.5021
3526 9701 78.5726
9814 4796 26.0774
3657 6391 81.8835
7711 4532 1.75676
4166 5202 94.0316
4352 8650 60.2936
9065 9973 41.2044
2581 6949 1.81878
8974 5217 9.21139
9042 9830 84.8226
5928 764 92.2688
4372 7564 76.5707
4051 6885 0.314204
2977 2647 41.8732
6729 5995 40.6349
4687 6261 19.726
4194 7544 89.083
707 7691 36.4924
4176 7872 88.2123
1237 2292 19.3874
5246 4034 30.7968
5628 4576 20.7636
6546 2401 21.8329
3708 8886 73.561
9582 836 20.3122
3028 2384 88.6402
5803 9153 37.4736
3592 9167 9.66373
2006 5115 32.7063
2204 6933 72.9569
1760 1328 84.7218
2078 23 70.4522
37 1609 81.5153
326 4561 47.4069
3821 4806 16.8545
9248 8201 49.258
5304 4791 20.3976
2324 3793 15.3325
7071 3818 9.69477
765 1803 58.0203
4499 1785 71.7003
8731 9105 70.9069
7868 3636 19.3215
7625 2485 40.4984
2681 6718 96.075
5068 9877 96.4699
5317 2163 98.9738
3475 7042 80.4792
206 64 99.8127
7146 1903 63.735
3378 3819 64.2941
5306 7331 7.9632
4289 8143 18.8958
4670 3814 89.7983
1961 2889 28.0709
4812 9968 31.737
7769 8246 83.1473
223 3172 54.616
4777 2569 59.903
984 9781 37.1389
8882 1736 34.8988
5026 4776 49.527
4033 9709 64.3779
1828 203 36.7563
3885 306 45.7795
6945 2441 44.7336
8551 5545 96.6014
5736 5760 85.9364
4221 9715 40.5402
641 9216 41.5309
3918 8593 10.2247
6903 6550 3.42442
3106 5795 98.9027
5090 6884 2.57884
8169 157 4.82089
880 4652 61.537
5388 4937 56.1519
330 9068 79.938
258 8323 26.8203
9436 3100 80.462
5449 9142 13.1357
782 3411 39.9388
9365 3540 77.3665
6445 8012 23.4348
6679 641 18.3141
8188 77 98.8455
3005 3590 48.0747
9914 833 48.1315
1533 1247 40.3604
7351 2398 33.1024
4911 59 28.5584
1977 4625 89.4369
9839 8527 47.7141
609 1685 15.0273
2051 9692 87.7952
9915 5931 86.5588
8404 6939 21.0421
691 566 60.8007
3405 8426 55.1728
1522 6858 73.389
7531 6346 94.6663
8089 3150 76.5236
1180 6462 92.7557
795 2777 21.769
6091 6067 68.0027
4519 9047 56.4469
722 705 31.5929
2811 3232 68.2317
3442 7541 56.9245
1086 6722 59.4136
5209 9028 18.2747
6154 9650 65.6609
1809 6215 0.580785
4091 6690 17.2176
1493 7907 66.4062
7508 9025 90.9768
3512 4585 66.8916
7802 1370 36.3709
5652 774 5.69325
3694 2794 42.5996
8258 8814 74.2325
6445 9322 80.1184
3967 9787 25.691
2017 487 80.5756
6058 6524 91.0871
1428 1735 63.7807
1266 1955 82.9937
1722 4363 90.1002
6558 132 61.5849
5543 3207 59.4925
5257 5892 44.9167
7173 1730 76.2521
4802 8421 38.4497
5722 8144 36.5171
3475 9598 30.8545
257 7325 72.5972
2343 6643 16.0019
8479 3088 71.7918
1347 9570 68.2983
627 1135 67.6453
3750 7353 13.286
2672 5399 1.0773
8057 9595 16.393
4827 1210 16.673
2613 3097 77.2922
1298 9545 39.6429
2950 5876 19.6336
933 2153 89.2772
4260 3263 22.1801
9756 5471 91.9018
9103 3211 68.0326
803 7379 23.6102
3586 5795 79.5357
8688 5485 26.595
2834 4312 76.4547
1136 6858 70.862
909 5520 16.8136
7477 6978 72.2157
637 5818 90.8425
7898 1426 59.6556
9900 795 52.6099
3776 6152 90.5167
7305 5865 23.0128
8409 9437 75.5169
4141 872 9.27856
364 5831 96.981
5356 9209 90.3673
7829 8779 26.0763
4314 2468 36.9143
3630 9629 46.9863
8755 3325 43.9458
435 7323 34.7978
9760 926 85.8956
9362 3957 34.415
847 9836 83.4809
497 3692 36.8097
3662 8807 12.1111
9720 2334 34.3015
2288 3503 23.1091
288 1555 29.6547
1101 6501 67.8326
7561 72 42.4804
3976 8471 33.2682
4688 9222 10.7391
5453 9785 0.663034
694 9553 48.9115
1037 2497 12.8819
1567 6201 51.4522
5827 5824 21.1228
787 2208 76.8713
1974 5148 84.5605
2012 8695 42.0269
510 453 88.9287
1469 7661 46.8338
4425 9260 10.1311
566 453 15.637
4424 9603 95.9902
1760 5672 6.98445
4698 7855 32.3492
5775 4559 14.6788
4927 5711 4.73236
8222 4058 89.1459
6323 9075 93.6426
5712 8672 62.5241
6015 8812 14.7951
5571 471 99.6976
641 9321 69.0961
1977 7068 56.6538
6835 4929 26.3841
2702 3660 96.9502
1932 2605 96.7326
6730 446 59.4031
3193 5182 99.0536
5061 343 56.665
5847 3683 76.9361
9161 3331 87.4417
8300 2630 97.8374
8054 3935 59.5159
5326 3296 7.6781
5475 5615 63.3046
5075 6200 68.483
7916 1749 5.80507
1942 8130 0.26187
6013 4106 21.858
3560 1502 62.9688
178 6408 97.3937
1880 3571 41.5527
2223 6993 12.4414
2985 1384 84.2297
5324 1019 29.5812
8499 4817 22.729
1582 7714 30.4972
8929 2403 34.9802
3352 1314 1.07384
2298 9425 25.3755
6135 427 16.6591
4379 8208 80.8548
9566 8286 24.0299
8003 8246 4.92403
5465 2971 97.1336
6674 2942 4.17333
761 9380 43.851
8725 3681 69.2817
245 1309 31.985
5615 938 90.4844
9000 3472 4.95864
8009 6896 29.1648
1746 6334 30.8344
632 9860 74.3242
5145 5548 20.9645
1848 2690 14.3552
4974 7128 29.0207
6129 3917 78.4362
6749 919 75.2354
3885 3022 8.75553
2049 6977 32.5666
346 7471 89.9803
2026 3290 31.967
9119 2483 70.8646
4857 7606 50.2961
4591 3852 59.2684
1101 5673 11.5366
5429 6618 12.8626
3346 828 37.8475
9333 2749 6.42185
1926 667 49.1093
4029 277 74.6495
83 8580 38.4723
3905 4747 49.0454
7696 9606 91.4641
9431 8251 57.1708
6132 4210 63.1412
3301 9316 76.42
943 6600 71.8232
1677 7612 71.0209
3180 1856 84.0633
9967 4890 20.0944
853 3719 62.0402
1350 421 81.8179
399 3274 38.3615
124 5274 3.02885
4594 7335 77.6277
784 696 2.4778
5036 4902 41.2598
9151 4885 92.5757
2408 6652 90.2478
9875 1921 67.3995
6778 9093 18.4688
3083 4842 77.6049
3436 4145 3.76816
4774 4476 55.2147
2142 3606 99.0147
8664 8774 24.752
8692 3437 45.7495
316 9959 64.652
6159 1098 12.414
5534 7174 0.120828
3822 7788 67.7777
896 9922 79.8855
9432 5950 16.0212
5151 1185 57.864
9007 4572 29.8092
7326 8536 15.8862
1648 2362 58.4498
364 6227 79.7675
7871 5033 89.5302
4135 8343 57.9507
1123 270 32.3997
1587 5070 70.7615
1452 7867 9.51667
8940 348 15.701
6974 1061 46.4823
2861 3374 63.515
9405 1665 50.2147
3192 8945 64.5723
8271 212 84.6235
3050 7902 23.0354
646 5345 11.2682
5236 3787 45.871
5810 8155 86.2037
7100 546 57.8641
416 6885 98.0415
3420 1205 36.6181
365 4792 50.246
974 458 79.5217
226 2313 61.4611
3921 4621 73.4976
1148 10 62.4944
8373 4722 98.7776
5708 9851 77.6038
216 6395 47.1032
7724 1412 39.7446
3602 9547 32.109
7976 2353 60.8056
19 8512 28.774
9131 4913 91.9865
4913 2282 13.0045
1397 421 51.5641
6425 6710 20.2205
6211 6515 87.7083
9379 8956 5.47836
5220 3045 60.8684
4702 9709 58.0586
7090 520 48.498
5752 2608 62.7956
2715 441 8.45714
1562 6086 83.0835
4972 3739 56.5337
604 883 42.7009
435 7473 89.8018
6100 9265 76.7702
2895 9660 87.4515
8081 5411 11.2711
6175 4955 61.3598
1048 3437 88.708
6408 8351 47.0913
7082 5390 60.2617
1721 4260 55.0047
3167 7671 3.09346
6219 6610 84.7206
2164 1878 42.7834
9478 235 62.8187
6805 1267 44.1145
6965 5504 76.8854
4730 5139 51.0844
9770 2256 35.269
771 8089 75.3175
2090 8429 95.4057
5590 7464 83.3736
9596 2600 64.2788
2012 6721 12.565
7678 7169 28.607
4845 615 8.44993
8524 4321 24.4599
8830 2421 54.2496
608 7015 0.329416
9111 7115 33.5867
1395 5497 18.4679
313 8419 81.4934
1057 3994 92.6133
42 5108 13.0989
4221 3676 27.0111
5899 9948 57.7451
103 1026 23.1404
3195 4139 62.1877
7939 8795 54.0378
4219 4196 72.7467
551 2883 49.1235
6709 1395 80.5233
3163 6978 86.4444
841 2368 78.3267
8169 1678 15.9341
1848 4534 85.3864
9548 8245 48.3237
4493 3800 88.6245
8572 9538 77.9483
4009 3051 41.3346
5363 2635 15.7451
7579 7487 72.5923
6939 9860 24.7864
5849 6923 56.2293
7766 7888 80.709
3879 514 16.9069
4136 8481 98.9837
4780 9460 96.3793
4342 3537 44.305
9228 5904 10.1646
8970 1975 69.7906
8525 4317 38.7037
7401 3134 10.534
3213 9363 63.9976
9370 9363 33.7209
7413 7040 93.7484
9117 1433 91.6672
485 4147 96.8806
8000 3267 21.3091
7645 9336 9.31141
7591 2273 37.6927
9900 1816 74.5058
7990 6817 35.9263
3571 81 58.0263
2050 5378 63.8886
5686 5005 87.9177
8041 6610 44.189
1776 6686 99.6886
5492 4896 38.5493
6506 344 13.1842
5548 2600 5.46826
7204 2506 93.0257
253 5748 19.0261
3626 198 21.8597
2924 4593 32.1599
7565 1945 57.5087
2980 563 87.7049
7431 1780 55.9411
4256 1547 2.18647
8030 926 4.29307
8285 2532 76.517
3644 2690 92.0608
8895 942 34.6948
2791 5618 95.972
55 347 60.3935
2507 1642 93.7213
2955 8053 77.3946
4972 4361 79.9335
4654 774 23.7145
1179 4782 10.362
8219 6886 65.9976
3282 2020 41.9574
8449 4637 31.1199
8691 580 18.5043
7271 1435 97.5936
2568 1898 48.1811
1969 4678 49.0902
3591 4668 56.7478
3484 5460 90.7813
5146 2279 60.7347
5847 6049 49.2588
7455 7365 77.3963
9226 2108 39.6749
4938 4888 35.6981
4386 9251 89.8365
7019 2678 46.723
8697 2163 23.9815
3420 9370 8.49994
8479 9601 85.0608
7911 3886 0.389896
1288 6232 10.0266
1859 7289 37.6923
5601 7590 20.7592
2334 2386 47.4394
5775 3760 68.9949
162 187 49.9035
3494 1681 19.5493
7605 9567 50.8594
5716 7295 11.7729
5390 8074 60.5061
7636 9263 83.9052
9444 4342 73.644
3244 8228 53.2277
8710 2126 24.4442
1541 5207 61.4547
8134 3653 56.0305
5170 529 55.6616
2836 8519 63.7938
3430 1641 63.2743
7543 6348 10.843
3786 1350 85.4287
9928 8416 30.1366
9220 8382 40.0125
3013 2941 27.1619
2148 5665 81.9012
5587 2458 98.9028
7837 6342 20.103
3606 7730 35.0356
8094 271 31.8638
7827 4976 67.3022
6173 8925 78.2492
4115 9180 39.2388
1425 3166 53.1014
2703 4823 76.7734
2061 7518 62.5097
6545 9793 76.8353
1055 8685 30.1232
299 799 78.1903
7054 4707 7.27326
4523 1592 72.5882
7086 600 16.9398
6138 6175 48.3016
5845 4366 60.4838
9435 9441 89.0298
1022 5707 3.97563
5860 6157 40.0026
427 4277 29.3063
3043 8604 45.8719
883 4262 61.7353
329 8952 91.0525
3010 6486 60.6837
4860 890 89.8744
4165 2707 68.829
793 5891 50.5671
6774 8490 13.4153
1365 4288 17.5339
8258 5090 61.5428
1301 5456 2.69663
5877 7549 98.0184
4442 6824 35.677
4969 873 16.4913
4750 4020 28.2607
3182 4431 62.3505
2256 968 64.6967
4755 9479 42.3122
1224 9478 2.94499
6811 6459 49.6633
4390 6360 67.5694
5254 7244 61.6137
3577 3614 81.0419
1760 1446 74.985
8093 193 50.9192
4641 9391 27.3804
4151 9080 58.2354
2908 7441 97.7761
9056 2229 6.34606
7282 6867 12.639
7959 9710 32.5033
2952 5050 14.1501
5352 1513 57.5049
473 7865 18.1856
1814 1761 45.4692
135 7744 25.8859
397 3669 93.7994
4196 65 51.2638
9634 9948 97.0662
6019 2371 95.4778
8209 9067 37.3173
5711 8715 46.519
450 8124 8.62099
1675 9632 26.4058
8207 1825 10.1731
9681 8768 95.2659
302 4435 81.8554
687 6060 80.2184
8758 7096 12.9848
8904 1558 90.2198
7573 6583 6.61882
5996 7111 95.8332
9748 7802 74.4577
1314 4378 53.5308
9517 4884 9.48278
5833 8506 66.4116
5243 407 49.3578
8802 4059 18.1375
2293 8181 48.3063
3307 2564 16.9254
8357 173 57.4216
4132 1585 11.0736
8447 7113 97.0531
1792 2702 48.2533
7249 8230 21.0944
515 4308 77.0413
3792 3650 9.49781
4470 2309 35.1604
719 6862 90.7391
5102 138 85.2889
7617 8319 64.5317
516 5554 8.11875
8893 6152 43.6404
746 193 27.1554
8393 180 62.5683
3661 5124 75.576
321 86 51.7443
5424 5559 64.4314
5537 9787 66.6591
9333 145 7.98965
4898 5212 46.3718
9480 1652 90.4494
1745 3038 69.0262
3225 6800 89.8376
9575 3464 18.5843
1729 7059 21.6476
5866 3260 50.5099
6973 3511 35.6471
1759 3567 79.1341
2969 6725 41.0214
7488 7007 30.0817
1205 1456 46.8575
6507 7507 7.8977
3646 7883 33.7999
1859 3144 96.9842
1475 9181 99.8901
9208 2923 37.6831
2752 5645 71.2114
8359 4260 94.9605
9079 2218 0.251682
9302 6519 39.391
9825 3595 99.9815
8029 9746 31.9568
8904 4706 32.6779
8707 4247 19.7408
5245 4511 52.8259
952 2550 88.9223
4279 2123 46.7533
8927 330 26.8572
705 8266 16.988
5295 6188 72.3237
6677 8633 23.2618
4888 7508 97.0619
1270 8055 93.3866
9826 9127 84.3127
8484 4562 73.4598
7496 760 45.5164
8277 5472 47.5066
5908 994 58.4224
4330 6048 79.8612
5500 9656 75.932
7644 3063 21.1607
3551 1665 69.3015
8915 3237 9.72053
4933 1872 19.8206
8181 4132 28.3563
6997 4715 12.8987
9993 7050 75.2516
3855 6145 45.2816
3490 4257 92.7752
24 5879 73.0335
1242 6936 81.1204
3734 2692 87.2573
4277 2328 6.39974
1749 772 21.8562
6797 9018 24.8645
3580 4459 20.6228
8400 2362 9.14283
7034 5903 60.8148
389 3681 66.0091
1723 7070 11.5359
8920 8583 20.9815
4284 2296 54.7433
1020 6864 79.7019
5772 7101 5.61186
6342 1731 42.4484
6705 561 23.2228
1142 1923 47.674
9293 8984 70.9596
1616 9894 27.523
670 488 76.5647
2336 6070 19.3622
3068 8454 88.1049
2099 8570 70.7238
6217 1620 92.3379
9284 5130 88.9437
3102 701 6.64498
9184 2450 3.91457
9918 5096 52.1746
769 6791 9.52137
6134 2241 51.8533
8980 6893 31.5675
1503 4070 47.0338
4739 5092 52.9599
7561 7251 52.8978
8172 7075 22.3548
2949 3309 93.929
6678 3193 70.5579
3430 5681 2.61035
152 8905 99.0041
8953 6298 76.6786
9363 6212 75.3258
4250 5440 5.43117
7718 9222 55.5107
99 8125 60.1306
1536 1593 21.6989
114 363 27.189
2523 3390 76.0827
3194 6975 27.3114
1067 4464 95.4101
37 4005 60.1817
827 9342 93.9074
7884 3717 27.2585
7663 7461 92.3754
6515 5225 26.2247
545 930 38.2665
1278 3384 6.8492
9676 1769 57.5104
582 6684 69.1796
7891 8482 85.6421
8964 7528 95.5408
1672 7268 56.7793
3150 1682 45.4809
475 3092 58.4838
3149 6988 47.6216
4808 6990 75.9156
1919 4215 95.9825
6893 9508 79.0869
3898 6200 8.72381
6414 7359 17.337
2184 8148 5.0804
3159 1128 8.87778
8247 9605 20.6624
8365 8431 72.4395
6725 5467 5.62194
364 280 4.32469
2272 2229 91.2666
6850 5602 42.9651
7342 4265 70.9407
4050 2839 85.7096
5116 6469 76.5719
3326 8637 50.8093
7244 3385 1.84559
6747 1990 26.7327
1875 7609 46.2473
7154 4816 37.9907
9394 5764 70.2711
754 8230 40.7137
2151 6193 31.0121
8152 14 71.0424
5107 5845 7.92376
1269 6172 97.7079
3220 1209 82.4969
2214 7898 45.738
5976 3111 34.5927
8195 254 42.3016
3042 1401 81.002
9978 9395 48.6412
7474 9815 10.9993
4473 2062 32.3508
3897 812 81.2616
1572 5730 9.05157
4749 1193 60.6038
3729 9535 11.9752
4336 3579 17.333
7717 8511 23.9157
8401 9163 71.4851
1195 8310 66.4086
3886 784 5.52406
1894 6651 5.37148
6288 2281 15.7114
9680 5091 99.1303
5314 2468 17.4031
4617 3619 4.49178
5256 8953 34.3598
2302 6903 60.457
6743 9526 42.9284
1822 8872 53.7397
3776 5925 76.0525
6153 2148 60.2631
9064 4228 51.1094
570 8498 85.8036
4345 3156 98.177
2598 4601 69.1768
1349 7752 25.8775
1720 9821 36.5729
4736 901 38.9676
8712 8153 42.7469
1260 8359 59.6792
4251 6955 34.5838
7627 7923 23.2696
3616 5368 19.8347
4776 7103 80.2788
6649 9065 39.1779
6672 6282 49.1951
23 7325 27.2728
7673 3344 82.8054
1573 806 15.8171
1266 8717 62.8491
1435 7678 24.5478
5229 9575 39.4413
400 9953 90.3963
5537 3634 29.1241
8520 3067 11.9635
7063 8009 80.5199
3615 4561 42.3184
5044 2550 87.6924
3828 8173 15.2803
197 1588 6.22483
8055 310 14.7296
5027 9968 65.5656
3111 8567 81.2241
5028 1173 93.6034
8191 5643 84.7023
1614 1807 41.0175
6475 6780 47.3231
6879 9495 85.8952
1545 5175 58.5415
6254 8533 54.5896
1299 6577 98.9348
953 5953 26.0986
7718 6613 25.1543
4746 8467 54.579
2934 9472 43.0864
7566 4042 77.4336
1366 3700 58.4582
7845 9015 23.2241
9160 5990 86.7957
134 7577 76.2769
5537 331 51.2186
4010 6271 13.9336
729 3264 2.46801
7592 7493 68.9471
8045 5742 80.5306
9625 6882 53.1235
2554 1152 68.3895
7250 3777 76.0226
8510 6420 91.9727
722 1096 2.82536
6968 5316 33.2197
3138 2524 90.3832
773 2127 65.0422
3216 7585 12.9862
6247 7791 14.4454
3641 7682 52.9523
2945 6764 48.5271
6174 2201 36.5096
628 8856 73.259
5940 2117 50.4565
4148 991 64.3745
7328 7660 76.9217
7415 3999 3.89837
8891 812 94.9367
6104 1018 13.6312
7516 1464 74.1454
3017 4654 32.2443
7520 3290 52.7915
4816 887 6.89094
3973 6463 17.108
7738 2888 96.6542
8354 997 5.88776
5040 953 54.8658
9393 3211 73.1898
2550 9301 47.5024
611 2047 63.1299
2360 6579 6.8817
8601 1745 65.6074
5360 9559 51.6171
6270 3236 64.718
9829 5438 88.0073
9958 9526 41.0437
7736 3724 68.9333
559 2605 42.5181
1212 3875 91.2925
1853 6915 80.4002
8246 4935 31.6728
456 8784 92.2157
2652 9825 26.8109
725 1470 65.513
5696 847 77.8974
1821 5363 57.3265
5594 4314 16.9733
2207 9146 57.2585
9690 5971 94.7121
202 6193 26.6388
9019 4135 56.482
6069 5845 68.7639
9824 1628 10.8743
3864 3893 3.15677
9498 7275 43.1682
2085 7280 69.6092
6298 6227 20.5508
487 845 20.7968
7455 5146 42.3219
990 3840 23.7526
3921 9517 94.1809
5375 1155 64.6961
2152 2818 99.3412
7976 2487 28.5646
7336 6258 24.3625
8195 3660 5.62975
9859 9773 94.9862
1899 8018 47.8675
3058 9345 15.0531
5449 1762 37.8582
6038 9404 90.3774
5591 5503 19.4952
8864 2520 3.52616
1791 8507 53.3133
9376 6266 78.0153
2657 2214 47.7075
694 607 36.5957
1121 6981 49.4168
7963 2040 79.8573
7693 6575 85.5993
9421 9216 80.4555
520 4667 72.3035
1054 6473 74.5919
4895 6969 92.8776
3703 966 25.0014
2526 511 7.64918
3778 9094 63.1175
2478 8280 91.4077
3122 5109 1.94197
382 9608 8.76438
7397 9920 12.1975
4050 2547 55.8013
6776 604 37.7518
2218 5364 61.2587
4848 1601 87.5428
9289 2850 91.1133
3613 3274 91.9594
2261 5571 48.9204
1536 7234 16.6004
3707 8162 50.1039
2026 5197 62.1073
1835 7142 96.5408
2094 3804 62.4435
5559 8202 57.72
4811 2087 5.23944
345 851 66.3137
1897 2127 78.2398
5911 5719 54.5354
9401 3957 10.0023
3934 922 53.2151
8161 6996 56.1561
9994 6892 30.3675
6046 3907 70.2514
3276 4361 29.5192
290 7945 73.9069
7560 2195 99.9723
5893 5905 8.45459
7898 811 71.1318
3788 1860 2.68848
5834 324 28.6384
2640 9186 81.5557
6173 8528 30.7125
9072 4844 85.3468
2218 5310 0.955247
8927 9913 95.8052
803 6862 84.3705
1037 8543 0.110325
9310 8036 62.8198
5242 9222 49.733
8358 6436 36.5164
8164 1460 72.638
3839 6607 88.7278
190 4099 10.0361
6010 2265 97.8644
9222 3369 18.1089
4347 8639 66.9057
3395 7378 40.6355
1028 2797 74.396
6455 4285 47.9603
6090 5589 42.6112
5687 8679 17.5316
3515 8657 42.6525
2866 3319 16.9936
4478 3745 12.8169
4620 3620 70.5448
2950 8067 89.6479
3245 7462 25.7275
9874 5596 8.83448
3989 7883 86.3027
5297 6667 59.4793
819 8445 35.9019
9733 8680 56.6019
8427 7235 70.8466
2550 1500 2.51737
248 8600 4.95073
3379 5236 94.2159
3174 9006 71.6792
6958 6526 5.27342
8011 2317 77.8369
4497 1882 27.0939
8427 615 16.4792
891 7760 16.616
9681 5974 93.2689
13 7763 31.7199
1264 6651 33.226
5988 1756 38.4769
3967 6506 67.4751
